Iteration 1,Iteration 2,Axiom Count,Standard Deviation,Num of Justifications,Std Dev %,defectAxiom,Max Common Axioms,example,Module Axiom Count,Average Runtime,Max Justification Size,Iteration 3
9203,9096,696,53.91,2,0.59,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/5829d1da-f6bd-4115-9aab-c35afec13c32_rm_v5.0.1.rdfs#E29> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/5829d1da-f6bd-4115-9aab-c35afec13c32_rm_v5.0.1.rdfs#E71>),2,ore_ont_6024.owl,12,9153,4,9161
19272,19231,399651,20.84,1,0.11,SubClassOf(<http://purl.obolibrary.org/obo/RGD_1593188> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0003273>))),0,ore_ont_6233.owl,382060,19249,1,19245
9345,9245,4369,71.70,1,0.77,SubClassOf(<http://purl.obolibrary.org/obo/PO_0007629> <http://purl.obolibrary.org/obo/PO_0007606>),0,ore_ont_12281.owl,95,9265,3,9206
9271,9265,4369,29.60,1,0.32,SubClassOf(<http://purl.obolibrary.org/obo/PO_0025290> <http://purl.obolibrary.org/obo/PO_0020142>),0,ore_ont_2496.owl,5,9251,2,9217
9090,9092,376,7.00,1,0.08,SubClassOf(<http://semanticscience.org/PyrimidineNucleoside> <http://semanticscience.org/Object>),0,ore_ont_16076.owl,11,9095,5,9103
14520,14163,533141,191.79,1,1.34,SubClassOf(<http://purl.org/obo/owl/GAZ#GAZ_00136463> ObjectSomeValuesFrom(<http://purl.org/obo/owl/obo#located_in> <http://purl.org/obo/owl/GAZ#GAZ_00012375>)),0,ore_ont_3560.owl,13,14301,1,14220
9196,9110,794,48.27,1,0.53,SubClassOf(<http://purl.obolibrary.org/obo/VariO_0188> <http://purl.obolibrary.org/obo/VariO_0183>),0,ore_ont_13053.owl,5,9165,2,9191
9286,9301,4485,17.56,1,0.19,SubClassOf(<http://purl.obolibrary.org/obo/PO_0006437> <http://purl.obolibrary.org/obo/PO_0009039>),0,ore_ont_5080.owl,129,9284,3,9266
82662,79742,1962297,1473.37,1,1.81,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_1091225> <http://purl.obolibrary.org/obo/NCBITaxon_98462>),0,ore_ont_868.owl,5,81316,2,81545
9615,9471,22757,74.33,1,0.78,SubClassOf(<http://purl.obolibrary.org/obo/HP_0100354> <http://purl.obolibrary.org/obo/HP_0005750>),0,ore_ont_6869.owl,9,9532,4,9511
6989,6925,3522,35.85,1,0.52,SubClassOf(<http://4m.cs.hut.fi/ns/onto/lexicon/0.1#Optical> <http://4m.cs.hut.fi/ns/onto/lexicon/0.1#_Condition>),0,ore_ont_6226.owl,124,6947,1,6929
29747,27432,677823,1183.16,1,4.16,SubClassOf(<http://sadi-ontology.semanticscience.org#C050102> <http://sadi-ontology.semanticscience.org#D20.215.894.899.779.500>),0,ore_ont_13355.owl,5,28448,2,28165
9202,9302,146156,190.28,1,2.03,SubClassOf(<http://purl.org/obo/owl/IMR#IMR_0200610> ObjectSomeValuesFrom(<http://purl.org/obo/owl/obo#sequence_of> <http://purl.org/obo/owl/IMR#IMR_0010053>)),0,ore_ont_5781.owl,4,9358,1,9570
9219,9228,5326,18.73,1,0.20,SubClassOf(<http://purl.obolibrary.org/obo/MOD_00386> <http://purl.obolibrary.org/obo/MOD_00691>),0,ore_ont_15292.owl,5,9234,2,9255
9140,9127,1079,49.22,1,0.54,SubClassOf(<http://purl.obolibrary.org/obo/MMO_0000157> <http://purl.obolibrary.org/obo/MMO_0000004>),0,ore_ont_16730.owl,7,9161,3,9218
9256,9239,646,15.04,1,0.16,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/ea19299c-ae9f-4f9a-a2de-3a52ee71e696_oldonto.rdf#NonRedMeat> <http://www.absoluteiri.edu/RELAPPROXC29>),0,ore_ont_5966.owl,5,9240,2,9226
9200,9155,186,60.09,1,0.65,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/c6907ef3-a626-4b34-a474-15a4563b7f29_ish_label.rdfs#E85.Joining> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/c6907ef3-a626-4b34-a474-15a4563b7f29_ish_label.rdfs#E2.Temporal_Entity>),0,ore_ont_5742.owl,9,9209,4,9274
7387,7494,7441,78.92,1,1.07,SubClassOf(<http://purl.org/obo/owl/GO#GO_0019264> <http://purl.org/obo/owl/GO#GO_0006545>),0,ore_ont_5462.owl,9,7407,1,7340
9367,9418,6818,33.45,1,0.36,SubClassOf(<http://purl.obolibrary.org/obo/HP_0007289> <http://purl.obolibrary.org/obo/PATO_0001861>),0,ore_ont_15152.owl,8,9405,2,9430
7509,7657,32322,77.52,1,1.02,SubClassOf(<http://purl.obolibrary.org/obo/NCBIGene_426935> <http://purl.obolibrary.org/obo/PANTHER_PTHR23220>),0,ore_ont_16114.owl,3,7569,1,7543
9340,9398,2884,376.97,1,3.93,SubClassOf(<http://purl.obolibrary.org/obo/VHOG_0001753> <http://purl.obolibrary.org/obo/VHOG_0001758>),0,ore_ont_13578.owl,5,9586,2,10020
9167,9135,873,16.17,1,0.18,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_186625> <http://purl.obolibrary.org/obo/NCBITaxon_32443>),0,ore_ont_13301.owl,5,9149,2,9147
6864,6847,451,8.62,1,0.13,SubClassOf(<http://purl.obolibrary.org/obo/GO_0005576> <http://purl.obolibrary.org/obo/GO_0005575>),0,ore_ont_8806.owl,3,6854,1,6853
9154,9115,472,30.01,1,0.33,SubClassOf(<http://www.opentox.org/api/1.1#StringFeature> <http://www.absoluteiri.edu/RELAPPROXC41>),0,ore_ont_11522.owl,5,9147,2,9174
9435,9423,12963,7.23,1,0.08,SubClassOf(<http://purl.obolibrary.org/obo/DOID_10175> <http://purl.obolibrary.org/obo/DOID_1891>),0,ore_ont_9790.owl,5,9426,2,9422
9190,9239,3263,30.51,1,0.33,SubClassOf(<http://purl.obolibrary.org/obo/MS_1001346> <http://purl.obolibrary.org/obo/MS_1001354>),0,ore_ont_11014.owl,5,9204,2,9183
12965,13368,164759,214.53,1,1.63,SubClassOf(<http://purl.obolibrary.org/obo/NCBIGene_100486624> <http://purl.obolibrary.org/obo/ENSEMBL_ENSFM00250000006723>),0,ore_ont_6722.owl,34,13124,2,13039
9185,9184,1445,15.31,1,0.17,SubClassOf(<http://purl.obolibrary.org/obo/SPD_0000015> <http://purl.obolibrary.org/obo/SPD_0000622>),0,ore_ont_4671.owl,5,9175,2,9158
7650,7720,55705,73.02,1,0.95,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_Y37E11AL.6> <http://purl.obolibrary.org/obo/ENSEMBL_ENSFM00540000719650>),0,ore_ont_2661.owl,3,7648,1,7574
7094,7091,6759,40.73,1,0.57,SubClassOf(<http://purl.obolibrary.org/obo/MA_0002076> <http://purl.obolibrary.org/obo/MA_0000064>),0,ore_ont_9435.owl,3,7116,1,7163
9230,9211,2001,25.24,1,0.27,SubClassOf(<http://ccdb.ucsd.edu/NIF/NIF-Subcellular2.owl#sao1279474730> <http://www.absoluteiri.edu/RELAPPROXC19>),0,ore_ont_15397.owl,5,9234,2,9261
9275,9268,983,3.79,2,0.04,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC229> <http://www.w3.org/2001/di/Group/Ontologies/DeliveryContext.owl#DeliveryContext_Entity>),2,ore_ont_2453.owl,814,9272,4,9274
7444,7574,9017,83.22,1,1.10,SubClassOf(<http://purl.obolibrary.org/obo/GO_0047330> <http://purl.obolibrary.org/obo/GO_0004340>),0,ore_ont_2129.owl,12,7539,1,7599
7868,7746,59055,67.24,1,0.86,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSRNOG00000041132> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/CHROMOSOME-10116_15>)),0,ore_ont_14508.owl,4,7790,1,7758
6929,6859,265,37.64,1,0.55,SubClassOf(<http://ontology.dumontierlab.com/BoronAtom> <http://ontology.dumontierlab.com/Atom>),0,ore_ont_13392.owl,3,6902,1,6918
13710,13584,162917,237.71,1,1.76,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_18743> <http://purl.obolibrary.org/obo/CHEBI_62431>),0,ore_ont_5612.owl,41,13514,2,13250
7332,7254,19138,65.90,1,0.90,SubClassOf(<http://purl.obolibrary.org/obo/WBbt_0003443> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/44716794-d43a-4e55-97bb-ca6c0d2d8a01_wbbt.obo#DESCINHERM> <http://purl.obolibrary.org/obo/WBbt_0003440>)),0,ore_ont_4226.owl,8,7323,1,7385
9529,9526,11673,48.81,1,0.51,SubClassOf(<http://sweet.jpl.nasa.gov/2.1/propEnergy.owl#EnergyDensity> <http://sweet.jpl.nasa.gov/2.1/reprMath.owl#MathematicalProcess>),0,ore_ont_10242.owl,1466,9555,5,9612
9190,9159,179,45.72,1,0.50,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/15142ae8-c9b2-4e1a-ac58-284d3db0504a_CIDOC1.rdf#E9.Move> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/15142ae8-c9b2-4e1a-ac58-284d3db0504a_CIDOC1.rdf#E1.CRM_Entity>),0,ore_ont_2876.owl,11,9149,5,9100
15762,15263,160027,368.41,1,2.40,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_25371> <http://purl.obolibrary.org/obo/CHEBI_25370>),0,ore_ont_2803.owl,19,15356,3,15043
9140,9188,807,24.34,1,0.27,SubClassOf(<http://www.semanticweb.org/vanessa/ontologies/2012/7/untitled-ontology-33#Sister> <http://www.semanticweb.org/vanessa/ontologies/2012/7/untitled-ontology-33#Family>),0,ore_ont_11504.owl,5,9166,2,9171
9122,9098,812,46.05,1,0.50,SubClassOf(<http://purl.obolibrary.org/obo/SP_0000379> <http://purl.obolibrary.org/obo/SP_0000205>),0,ore_ont_7576.owl,7,9135,3,9187
9676,9664,24412,26.10,1,0.27,SubClassOf(<http://www.ontologydesignpatterns.org/ont/fao/asfa/asfanttbox.owl#Dissolved_organic_nitrogen> <http://www.ontologydesignpatterns.org/ont/fao/asfa/asfanttbox.owl#Nitrogen>),0,ore_ont_13752.owl,15266,9655,2,9626
25615,27277,630365,1038.58,1,3.87,SubClassOf(<http://purl.obolibrary.org/obo/UniProtKB_Q8NHB8> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0050896>))),0,ore_ont_15280.owl,630365,26805,1,27525
12220,12626,154347,1216.79,1,10.37,SubClassOf(<http://purl.obolibrary.org/obo/WB_WBGene00013196> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0032313>))),0,ore_ont_9768.owl,154347,11730,1,10345
9465,9515,12722,25.66,1,0.27,SubClassOf(<http://purl.obolibrary.org/obo/ZFA_0005376> <http://purl.obolibrary.org/obo/ZFA_0001647>),0,ore_ont_8329.owl,5,9493,2,9500
6996,6954,389,25.48,1,0.37,SubClassOf(<http://purl.obolibrary.org/obo/XAO_1000037> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/XAO_1000006>)),0,ore_ont_11497.owl,107,6966,1,6950
9579,9594,16418,39.69,1,0.41,SubClassOf(<http://purl.obolibrary.org/obo/MP_0008824> <http://purl.obolibrary.org/obo/MP_0000281>),0,ore_ont_5792.owl,5,9609,2,9654
9759,9829,22177,38.08,1,0.39,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_17689> <http://purl.obolibrary.org/obo/CHEBI_26469>),0,ore_ont_3406.owl,5,9802,2,9820
9232,9299,470,93.13,1,1.01,SubClassOf(<http://purl.obolibrary.org/obo/GRO_0007042> <http://purl.obolibrary.org/obo/GRO_0007001>),0,ore_ont_13530.owl,5,9215,2,9115
9579,9778,13169,115.77,1,1.20,SubClassOf(<http://purl.obolibrary.org/obo/FBsp_30000212> <http://purl.obolibrary.org/obo/FBsp_30000045>),0,ore_ont_1493.owl,5,9644,2,9576
7425,7508,27462,54.99,1,0.74,SubClassOf(<http://purl.org/obo/owl/EMAP#EMAP_12599> ObjectSomeValuesFrom(<http://purl.org/obo/owl/OBO_REL#part_of> <http://purl.org/obo/owl/EMAP#EMAP_11773>)),0,ore_ont_5965.owl,18,7445,1,7404
9311,9212,3624,62.29,1,0.67,SubClassOf(<http://purl.obolibrary.org/obo/PATO_0001051> <http://purl.obolibrary.org/obo/PATO_0000133>),0,ore_ont_5266.owl,5,9283,2,9327
9216,9104,357,69.06,1,0.76,SubClassOf(<http://www.bioassayontology.org/bao#BAO_0002299> <http://www.bioassayontology.org/bao#BAO_0002282>),0,ore_ont_13643.owl,7,9136,3,9090
7374,7344,27467,17.93,1,0.24,SubClassOf(<http://purl.org/obo/owl/EMAP#EMAP_6319> ObjectSomeValuesFrom(<http://purl.org/obo/owl/OBO_REL#part_of> <http://purl.org/obo/owl/EMAP#EMAP_6318>)),0,ore_ont_5974.owl,16,7353,1,7342
9332,9391,12723,29.57,1,0.32,SubClassOf(<http://purl.obolibrary.org/obo/ZFA_0000078> <http://purl.obolibrary.org/obo/ZFA_0005435>),0,ore_ont_7218.owl,5,9362,2,9365
7279,7239,7442,26.08,1,0.36,SubClassOf(<http://purl.obolibrary.org/obo/GO_0018267> <http://purl.obolibrary.org/obo/GO_0006506>),0,ore_ont_3784.owl,9,7268,1,7288
9622,9640,26795,44.79,1,0.47,SubClassOf(<http://purl.obolibrary.org/obo/FBbt_00004793> <http://purl.obolibrary.org/obo/FBbt_00004475>),0,ore_ont_7234.owl,188,9605,2,9555
7353,7499,28456,83.44,1,1.12,SubClassOf(<http://purl.obolibrary.org/obo/WB_WBGene00003999> <http://purl.obolibrary.org/obo/PANTHER_PTHR24221>),0,ore_ont_14027.owl,3,7449,1,7496
7390,7621,27462,149.17,1,2.00,SubClassOf(<http://purl.org/obo/owl/EMAP#EMAP_5472> ObjectSomeValuesFrom(<http://purl.org/obo/owl/OBO_REL#part_of> <http://purl.org/obo/owl/EMAP#EMAP_5471>)),0,ore_ont_6453.owl,18,7451,1,7342
9086,9139,245,26.58,1,0.29,SubClassOf(<https://raw.github.com/ontohub/OOR_Ontohub_API/master/Domain_Fields_Core.owl#Hygiene_and_occupational_health_services> <https://raw.github.com/ontohub/OOR_Ontohub_API/master/Domain_Fields_Core.owl#Domain_Field>),0,ore_ont_3463.owl,5,9113,2,9116
9391,9492,13562,57.74,1,0.61,SubClassOf(<http://www.ontologydesignpatterns.org/ont/fao/asfa.owl#Iron_silicates> <http://www.ontologydesignpatterns.org/ont/fao/asfa.owl#Silicon_compounds>),0,ore_ont_13141.owl,5,9457,2,9490
12259,10127,74662,1159.48,1,10.61,SubClassOf(<http://www.mindswap.org/2003/nciOncology.owl#Severe_Transitional_Cell_Atypia> <http://www.mindswap.org/2003/nciOncology.owl#Precancerous_Atypia>),0,ore_ont_14312.owl,5,10929,2,10403
14924,15206,149569,270.09,1,1.78,SubClassOf(<http://purl.obolibrary.org/obo/PR_000036453> <http://purl.obolibrary.org/obo/PR_000000265>),0,ore_ont_4617.owl,7,15198,3,15464
6845,6869,200,15.50,1,0.23,SubClassOf(<http://www.cs.kuleuven.be/~davy/ontologies/2008/01/Units.owl#Minute> <http://www.cs.kuleuven.be/~davy/ontologies/2008/01/Units.owl#Float>),0,ore_ont_3842.owl,3,6862,1,6874
37299,38092,2513931,410.86,1,1.09,SubClassOf(<http://purl.obolibrary.org/obo/UniProt#_Q62418> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000124> <http://purl.obolibrary.org/obo/GO_0001726>)),0,ore_ont_1559.owl,199,37633,1,37509
9688,9640,26515,27.43,1,0.28,SubClassOf(<http://purl.obolibrary.org/obo/FBbt_00002081> <http://purl.obolibrary.org/obo/FBbt_00005213>),0,ore_ont_15260.owl,160,9656,2,9641
21756,21040,503023,1773.75,1,7.92,SubClassOf(<http://purl.obolibrary.org/obo/MGI_MGI%3A1919129> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0006631>))),0,ore_ont_10750.owl,503023,22401,1,24407
9290,9251,3781,48.81,1,0.53,SubClassOf(<http://purl.org/biotop/biotop.owl#CellInVivo> <http://purl.org/biotop/biotop.owl#Cell>),0,ore_ont_412.owl,463,9244,2,9193
9152,9226,1526,72.01,1,0.78,SubClassOf(<http://cbo.biocomplexity.indiana.edu/svn/cbo/trunk/CBO_1_0.owl#CenterOfMass> <http://www.absoluteiri.edu/RELAPPROXC303>),0,ore_ont_16821.owl,5,9224,2,9296
9294,9309,6477,80.89,1,0.87,SubClassOf(<http://purl.obolibrary.org/obo/XAO_0004035> <http://purl.obolibrary.org/obo/XAO_0004027>),0,ore_ont_10742.owl,5,9348,2,9441
11780,11666,19335,57.01,1,0.49,SubClassOf(<http://purl.obolibrary.org/obo/FBbt_00007448> <http://purl.obolibrary.org/obo/FBbt_00007200>),0,ore_ont_2497.owl,448,11722,7,11721
9266,9276,3631,5.03,1,0.05,SubClassOf(<http://rhizomik.net/ontologies/2006/01/NewsCodes-SubjectsOnto.owl#05005002> <http://rhizomik.net/ontologies/2006/01/NewsCodes-SubjectsOnto.owl#05000000>),0,ore_ont_566.owl,5,9271,2,9272
7297,7289,20166,5.69,1,0.08,SubClassOf(<http://purl.obolibrary.org/obo/FB_FBgn0052190> <http://purl.obolibrary.org/obo/PANTHER_PTHR19237>),0,ore_ont_10280.owl,3,7295,1,7300
7535,7759,47097,112.18,1,1.47,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSG00000182771> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002158> <http://purl.obolibrary.org/obo/ENSEMBL_FBgn0046113>)),0,ore_ont_13964.owl,46,7650,1,7658
16553,15645,219035,454.13,1,2.82,SubClassOf(<http://purl.obolibrary.org/obo/GO_0072110> <http://purl.obolibrary.org/obo/GO_0008283>),0,ore_ont_7868.owl,54,16092,2,16080
6885,6960,384,39.50,1,0.57,SubClassOf(<http://purl.obolibrary.org/obo/XEO_00027> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/xeo.xeml-environment-ontology.4.orig#has_context> <http://purl.obolibrary.org/obo/XEO_00127>)),0,ore_ont_5090.owl,16,6929,1,6944
7967,8058,75378,45.65,1,0.57,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSMUSG00000090607> <http://purl.obolibrary.org/obo/SO_0000336>),0,ore_ont_13664.owl,3,8014,1,8019
7535,7464,27661,43.49,1,0.58,SubClassOf(<http://purl.org/obo/owl/ZFA#ZFA_0000017> <http://purl.org/obo/owl/UBERON#UBERON_0000925>),0,ore_ont_13852.owl,3,7485,1,7456
9187,9181,419,29.60,1,0.32,SubClassOf(<http://purl.obolibrary.org/obo/MFOEM_000189> <http://purl.obolibrary.org/obo/MFOEM_000152>),0,ore_ont_9031.owl,5,9167,2,9133
9199,9167,590,51.62,1,0.56,SubClassOf(<http://biomanta.sourceforge.net/2007/10/ncbi_rank.owl#suborder> <http://biomanta.sourceforge.net/2007/10/ncbi_rank.owl#superclass>),0,ore_ont_15068.owl,65,9154,6,9098
9237,9244,5098,3.61,1,0.04,SubClassOf(<http://purl.obolibrary.org/obo/PATO_0002049> <http://purl.obolibrary.org/obo/PATO_0001591>),0,ore_ont_10146.owl,5,9241,2,9242
7934,8092,77179,127.35,1,1.58,SubClassOf(<http://purl.obolibrary.org/obo/TTO_110100> <http://purl.obolibrary.org/obo/TTO_10760>),0,ore_ont_12149.owl,3,8070,1,8186
9221,9204,2563,10.12,1,0.11,SubClassOf(<http://purl.obolibrary.org/obo/TO_0000126> <http://purl.obolibrary.org/obo/TO_0000148>),0,ore_ont_15985.owl,5,9215,2,9222
9725,9636,24381,86.02,1,0.89,SubClassOf(<http://purl.obolibrary.org/obo/HP_0004365> <http://purl.obolibrary.org/obo/HP_0004354>),0,ore_ont_4460.owl,7,9638,3,9553
7483,7477,29753,17.01,1,0.23,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_FBgn0000504> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/CHROMOSOME-7227_3R>)),0,ore_ont_8579.owl,4,7470,1,7451
13071,12678,120625,196.54,1,1.53,SubClassOf(<http://purl.obolibrary.org/obo/GO_0017023> <http://purl.obolibrary.org/obo/GO_1903293>),0,ore_ont_10778.owl,5,12872,2,12868
9357,9356,3354,37.82,2,0.40,SubClassOf(<http://purl.obolibrary.org/obo/ENVO_00000228> <http://purl.obolibrary.org/obo/ENVO_00000385>),2,ore_ont_10134.owl,24,9378,5,9422
9194,9244,567,25.42,1,0.28,SubClassOf(<http://cbmi.med.harvard.edu/asdphenotype#Class_136> <http://cbmi.med.harvard.edu/asdphenotype#Class_301>),0,ore_ont_11639.owl,9,9221,4,9227
9360,9323,4936,24.01,1,0.26,SubClassOf(<http://purl.obolibrary.org/obo/CMO_0001160> <http://purl.obolibrary.org/obo/CMO_0001145>),0,ore_ont_12397.owl,5,9332,2,9315
9709,12385,131864,1397.54,1,12.92,SubClassOf(<http://purl.obolibrary.org/obo/SGD_S000005910> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/GO_0031225>))),0,ore_ont_2046.owl,131864,10814,1,10348
9666,9716,21587,47.52,1,0.49,SubClassOf(<http://purl.obolibrary.org/obo/MP_0004978> <http://purl.obolibrary.org/obo/MP_0005016>),0,ore_ont_6751.owl,7,9667,3,9621
9473,9472,19009,55.14,1,0.58,SubClassOf(<http://purl.obolibrary.org/obo/GO_0034618> <http://purl.obolibrary.org/obo/GO_0043176>),0,ore_ont_3106.owl,5,9504,2,9568
7091,7117,8738,13.05,1,0.18,SubClassOf(<http://purl.obolibrary.org/obo/MIRO_40003070> <http://purl.obolibrary.org/obo/MIRO_40002995>),0,ore_ont_15222.owl,3,7103,1,7102
32143,31683,1695515,585.72,1,1.82,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_688602> <http://purl.obolibrary.org/obo/NCBITaxon_582143>),0,ore_ont_14459.owl,3,32224,1,32846
6795,6809,113,47.29,1,0.69,SubClassOf(<http://rs.tdwg.org/ontology/voc/OccurrenceRecord#Identification> owl:Thing),0,ore_ont_10309.owl,1,6829,0,6883
7066,6992,158,40.61,1,0.58,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC59> <http://www.absoluteiri.edu/RELAPPROXC68>),0,ore_ont_1420.owl,3,7019,1,7000
9143,9083,609,44.53,1,0.49,SubClassOf(<http://purl.obolibrary.org/obo/PO_0007082> <http://purl.obolibrary.org/obo/PO_0007033>),0,ore_ont_16626.owl,15,9132,5,9170
7121,7053,8834,51.50,1,0.73,SubClassOf(<http://purl.obolibrary.org/obo/BTO_0002763> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/0f1441b8-1a55-42f7-abd7-e6a214a5627f_brenda.obo#DRV> <http://purl.obolibrary.org/obo/BTO_0002752>)),0,ore_ont_10968.owl,14,7064,1,7020
9792,9306,213389,247.79,1,2.59,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSRNOG00000030692> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/4c6c4ad6-5558-48f9-ad8e-f4fdc7c53e1a_norvegicus.obo#part_of> <http://purl.obolibrary.org/obo/CHROMOSOME-10116#_1>)),0,ore_ont_2469.owl,32,9577,1,9633
13856,13980,715846,132.59,1,0.96,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSG00000167333> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_00022060> <http://purl.obolibrary.org/obo/UBERON_0002113>)),0,ore_ont_9794.owl,72,13850,1,13715
7340,7379,20906,86.24,1,1.18,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSG00000187398> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002158> <http://purl.obolibrary.org/obo/ZFIN_ZDB-GENE-060503-278>)),0,ore_ont_15793.owl,4,7311,1,7214
7944,7587,65834,185.05,1,2.37,SubClassOf(<http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#HGNC_656> <http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#gene_with_protein_product>),0,ore_ont_6310.owl,3,7793,1,7850
9808,9894,269791,135.19,1,1.36,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSMUSG00000031700> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002200> <http://purl.obolibrary.org/obo/GO_0006103>)),0,ore_ont_2243.owl,20,9925,1,10073
15929,16011,196171,1368.93,1,9.02,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_63081> <http://purl.obolibrary.org/obo/CHEBI_24079>),0,ore_ont_4802.owl,293,15180,2,13600
6905,6944,215,39.50,1,0.57,SubClassOf(<http://www.owl-ontologies.com/unnamed.owl#BacterialArtificialChromosome> <http://www.owl-ontologies.com/unnamed.owl#ArtificialChromosome>),0,ore_ont_13204.owl,3,6904,1,6865
9608,9740,14290,75.92,1,0.79,SubClassOf(<http://purl.obolibrary.org/obo/MP_0008054> <http://purl.obolibrary.org/obo/MP_0005068>),0,ore_ont_8864.owl,13,9652,2,9609
9292,9251,2176,21.08,1,0.23,SubClassOf(<http://purl.obolibrary.org/obo/TO_0000463> <http://purl.obolibrary.org/obo/TO_0000654>),0,ore_ont_7220.owl,9,9268,4,9263
19098,17324,263723,1377.31,1,7.32,SubClassOf(<http://purl.obolibrary.org/obo/PR_000012583RELAPPROXQ5> <http://purl.obolibrary.org/obo/PR_000012583RELAPPROXQ3>),0,ore_ont_2828.owl,5,18819,2,20036
14899,15272,107683,196.02,1,1.30,SubClassOf(<http://purl.obolibrary.org/obo/SO_0000794> <http://www.absoluteiri.edu/RELAPPROXC34507>),0,ore_ont_14934.owl,34,15050,3,14981
9178,9185,206,35.10,1,0.38,SubClassOf(<http://www.lia.deis.unibo.it/research/MIDAS/Ontologies/TFLEOntology.owl#Bed_Breakfast> <http://www.lia.deis.unibo.it/research/MIDAS/Ontologies/MIDAS_Profile.owl#CapabilityItem>),0,ore_ont_7270.owl,9,9161,4,9121
7008,7015,6077,31.66,1,0.45,SubClassOf(<http://purl.obolibrary.org/obo/UniProtKB_Q9W123> <http://purl.obolibrary.org/obo/PR_000000001>),0,ore_ont_7120.owl,3,6993,1,6957
7184,7247,18729,39.58,1,0.55,SubClassOf(<http://purl.obolibrary.org/obo/IMR_0002633> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/sequence_of> <http://purl.obolibrary.org/obo/IMR_0002620>)),0,ore_ont_9612.owl,5,7229,1,7257
