Iteration 1,Iteration 2,Standard Deviation,Num of Justifications,Std Dev %,defectAxiom,Max Common Axioms,example,Axiom Count:,Average Runtime,Max Justification Size,Iteration 3
9127,9312,121.89,1,1.32,SubClassOf(<http://purl.obolibrary.org/obo/PO_0000046> <http://purl.obolibrary.org/obo/PO_0000042>),0,ore_ont_2496.owl,4369,9265,2,9357
9354,9104,163.67,1,1.79,SubClassOf(<http://semanticscience.org/Molecule> <http://semanticscience.org/Object>),0,ore_ont_16076.owl,376,9168,2,9046
17428,16714,361.19,1,2.11,SubClassOf(<http://purl.org/obo/owl/GAZ#GAZ_00132771> ObjectSomeValuesFrom(<http://purl.org/obo/owl/obo#located_in> <http://purl.org/obo/owl/GAZ#GAZ_00132752>)),0,ore_ont_3560.owl,533141,17102,1,17166
9110,9139,64.86,1,0.71,SubClassOf(<http://purl.obolibrary.org/obo/VariO_0068> <http://purl.obolibrary.org/obo/VariO_0064>),0,ore_ont_13053.owl,794,9161,2,9234
9360,9383,82.50,1,0.88,SubClassOf(<http://purl.obolibrary.org/obo/PO_0025274> <http://purl.obolibrary.org/obo/PO_0025276>),0,ore_ont_5080.owl,4485,9324,2,9230
38192,40025,2724.79,1,6.71,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_311785> <http://purl.obolibrary.org/obo/NCBITaxon_816>),0,ore_ont_868.owl,1962297,40590,1,43553
11749,11477,146.86,1,1.27,SubClassOf(<http://purl.obolibrary.org/obo/HP_0000012> <http://purl.obolibrary.org/obo/HP_0000119>),0,ore_ont_6869.owl,22757,11581,5,11517
9170,9243,42.44,1,0.46,SubClassOf(<http://4m.cs.hut.fi/ns/onto/lexicon/0.1#LaptopComputer> <http://www.absoluteiri.edu/RELAPPROXC884>),0,ore_ont_6226.owl,3522,9219,5,9244
36303,34894,863.39,1,2.45,SubClassOf(<http://sadi-ontology.semanticscience.org#D001831> <http://sadi-ontology.semanticscience.org#E01.370.600.875>),0,ore_ont_13355.owl,677823,35310,2,34734
19581,19118,244.36,1,1.27,SubClassOf(<http://purl.org/obo/owl/IMR#IMR_0000777> <http://purl.org/obo/owl/IMR#IMR_0000498>),0,ore_ont_5781.owl,146156,19304,2,19214
9222,9366,72.92,1,0.78,SubClassOf(<http://purl.obolibrary.org/obo/MOD_01307> <http://purl.obolibrary.org/obo/MOD_00861>),0,ore_ont_15292.owl,5326,9300,2,9314
9181,9158,20.55,1,0.22,SubClassOf(<http://purl.obolibrary.org/obo/MMO_0000428> <http://purl.obolibrary.org/obo/MMO_0000030>),0,ore_ont_16730.owl,1079,9159,3,9140
9206,9295,55.52,1,0.60,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC306> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/ea19299c-ae9f-4f9a-a2de-3a52ee71e696_oldonto.rdf#ConsumableThing>),0,ore_ont_5966.owl,646,9231,3,9193
9112,9201,50.27,2,0.55,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/c6907ef3-a626-4b34-a474-15a4563b7f29_ish_label.rdfs#E22.Man-Made_Object> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/c6907ef3-a626-4b34-a474-15a4563b7f29_ish_label.rdfs#E18.Physical_Thing>),0,ore_ont_5742.owl,186,9143,2,9116
9403,9504,55.41,1,0.59,SubClassOf(<http://purl.obolibrary.org/obo/HP_0009402> <http://purl.obolibrary.org/obo/HP_0010237>),0,ore_ont_15152.owl,6818,9440,2,9414
7384,7397,528.03,1,6.86,SubClassOf(<http://purl.obolibrary.org/obo/NCBIGene_396134> <http://purl.obolibrary.org/obo/PANTHER_PTHR24416>),0,ore_ont_16114.owl,32322,7695,1,8305
9354,9258,58.86,1,0.63,SubClassOf(<http://purl.obolibrary.org/obo/VHOG_0000699> <http://purl.obolibrary.org/obo/VHOG_0001757>),0,ore_ont_13578.owl,2884,9286,2,9247
9281,9330,25.54,1,0.27,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_128943> <http://purl.obolibrary.org/obo/NCBITaxon_85512>),0,ore_ont_13301.owl,873,9309,15,9318
9243,9189,27.74,1,0.30,SubClassOf(<http://purl.obolibrary.org/obo/GO_0006418> <http://purl.obolibrary.org/obo/GO_0008150>),0,ore_ont_8806.owl,451,9219,2,9227
7075,7076,55.14,1,0.78,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC153> <http://www.absoluteiri.edu/RELAPPROXC144>),0,ore_ont_11522.owl,472,7107,1,7171
9445,9383,77.49,1,0.82,SubClassOf(<http://purl.obolibrary.org/obo/DOID_11217> <http://purl.obolibrary.org/obo/DOID_2742>),0,ore_ont_9790.owl,12963,9455,3,9537
6921,7011,75.96,1,1.08,SubClassOf(<http://purl.obolibrary.org/obo/MS_1000443> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/OBO_REL_part_of> <http://purl.obolibrary.org/obo/MS_1000451>)),0,ore_ont_11014.owl,3263,7001,1,7072
16699,16786,335.10,1,1.98,SubClassOf(<http://purl.obolibrary.org/obo/NCBIGene_100101727> <http://purl.obolibrary.org/obo/ENSEMBL_ENSFM00250000003852>),0,ore_ont_6722.owl,164759,16934,2,17318
9197,9177,10.79,1,0.12,SubClassOf(<http://purl.obolibrary.org/obo/SPD_0000324> <http://purl.obolibrary.org/obo/SPD_0000318>),0,ore_ont_4671.owl,1445,9189,2,9194
7781,7642,71.16,1,0.92,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_T24C4.5> <http://purl.obolibrary.org/obo/ENSEMBL_ENSFM00250000004396>),0,ore_ont_2661.owl,55705,7702,1,7685
9343,9433,46.92,1,0.50,SubClassOf(<http://purl.obolibrary.org/obo/MA_0000981> <http://purl.obolibrary.org/obo/MA_0000815>),0,ore_ont_9435.owl,6759,9380,2,9365
9422,9354,61.61,1,0.65,SubClassOf(<http://ccdb.ucsd.edu/NIF/NIF-Subcellular2.owl#sao-188049490> <http://www.absoluteiri.edu/RELAPPROXC521>),0,ore_ont_15397.owl,2001,9417,3,9477
9275,9227,51.54,1,0.56,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC211> <http://www.absoluteiri.edu/RELAPPROXC244>),0,ore_ont_2453.owl,983,9277,3,9330
7712,7611,1162.44,1,13.95,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSRNOG00000043284> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/CHROMOSOME-10116_15>)),0,ore_ont_14508.owl,59055,8332,1,9673
6775,6817,25.48,1,0.37,SubClassOf(<http://ontology.dumontierlab.com/UnunseptiumAtom> <http://ontology.dumontierlab.com/Atom>),0,ore_ont_13392.owl,265,6804,1,6821
15318,16767,1028.54,1,6.25,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_18195> <http://purl.obolibrary.org/obo/CHEBI_62545>),0,ore_ont_5612.owl,162917,16464,2,17307
11679,11770,51.42,2,0.44,SubClassOf(<http://purl.obolibrary.org/obo/WBbt_0004716> <http://purl.obolibrary.org/obo/WBbt_0005780>),2,ore_ont_4226.owl,19138,11738,4,11766
9369,9480,56.75,1,0.60,SubClassOf(<http://sweet.jpl.nasa.gov/2.1/phenAtmoPressure.owl#LowPressure> <http://sweet.jpl.nasa.gov/2.1/reprMathRelation.owl#Relation>),0,ore_ont_10242.owl,11673,9431,4,9445
9050,9129,67.83,1,0.74,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/15142ae8-c9b2-4e1a-ac58-284d3db0504a_CIDOC1.rdf#E33.Linguistic_Object> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/15142ae8-c9b2-4e1a-ac58-284d3db0504a_CIDOC1.rdf#E71.Man-Made_Stuff>),0,ore_ont_2876.owl,179,9121,3,9185
17016,17305,198.02,1,1.16,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_16048> <http://purl.obolibrary.org/obo/CHEBI_36981>),0,ore_ont_2803.owl,160027,17082,2,16926
9197,9222,33.32,1,0.36,SubClassOf(<http://www.semanticweb.org/vanessa/ontologies/2012/7/untitled-ontology-33#Income> <http://www.semanticweb.org/vanessa/ontologies/2012/7/untitled-ontology-33#Resource>),0,ore_ont_11504.owl,807,9191,2,9156
9170,9485,157.69,1,1.69,SubClassOf(<http://purl.obolibrary.org/obo/SP_0000183> <http://purl.obolibrary.org/obo/SP_0000108>),0,ore_ont_7576.owl,812,9323,2,9314
9673,9601,169.00,1,1.74,SubClassOf(<http://www.ontologydesignpatterns.org/ont/fao/asfa/asfanttbox.owl#Wave_predicting> <http://www.ontologydesignpatterns.org.it/ont/own/own16.owl#PREDICTION__FORETELLING__FORECASTING>),0,ore_ont_13752.owl,24412,9732,2,9923
21964,22043,584.75,1,2.70,SubClassOf(<http://purl.obolibrary.org/obo/UniProtKB_E7EUB6> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0007179>))),0,ore_ont_15280.owl,630365,21666,1,20993
11740,11264,294.69,1,2.58,SubClassOf(<http://purl.obolibrary.org/obo/WB_WBGene00003106> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0006355>))),0,ore_ont_9768.owl,154347,11401,1,11201
9367,9405,151.31,1,1.60,SubClassOf(<http://purl.obolibrary.org/obo/ZFA_0001193> <http://purl.obolibrary.org/obo/ZFA_0000442>),0,ore_ont_8329.owl,12722,9472,2,9646
6745,6776,62.29,1,0.92,SubClassOf(<http://purl.obolibrary.org/obo/XAO_1000026> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/XAO_1000006>)),0,ore_ont_11497.owl,389,6795,1,6865
9578,9583,101.93,1,1.06,SubClassOf(<http://purl.obolibrary.org/obo/MP_0001054> <http://purl.obolibrary.org/obo/MP_0009538>),0,ore_ont_5792.owl,16418,9639,2,9757
9568,9928,258.35,1,2.68,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_569624> <http://purl.obolibrary.org/obo/CHEBI_72600>),0,ore_ont_3406.owl,22177,9641,2,9427
9173,9031,71.68,1,0.79,SubClassOf(<http://purl.obolibrary.org/obo/GRO_0007224> <http://purl.obolibrary.org/obo/GRO_0007159>),0,ore_ont_13530.owl,470,9096,2,9085
9403,9231,92.71,1,0.99,SubClassOf(<http://purl.obolibrary.org/obo/FBsp_00002410> <http://purl.obolibrary.org/obo/FBsp_00002343>),0,ore_ont_1493.owl,13169,9337,2,9377
7297,7144,83.16,1,1.15,SubClassOf(<http://purl.org/obo/owl/EMAP#EMAP_9900> ObjectSomeValuesFrom(<http://purl.org/obo/owl/OBO_REL#part_of> <http://purl.org/obo/owl/EMAP#EMAP_9899>)),0,ore_ont_5965.owl,27462,7239,1,7277
9292,9214,60.01,2,0.65,SubClassOf(<http://purl.obolibrary.org/obo/PATO_0002093> <http://purl.obolibrary.org/obo/PATO_0000918>),1,ore_ont_5266.owl,3624,9226,2,9174
9005,9213,108.74,1,1.19,SubClassOf(<http://www.bioassayontology.org/bao#BAO_0002304> <http://www.bioassayontology.org/bao#BAO_0002094>),0,ore_ont_13643.owl,357,9127,3,9164
7265,7315,52.52,1,0.72,SubClassOf(<http://purl.org/obo/owl/EMAP#EMAP_10009> ObjectSomeValuesFrom(<http://purl.org/obo/owl/OBO_REL#part_of> <http://purl.org/obo/owl/EMAP#EMAP_10008>)),0,ore_ont_5974.owl,27467,7263,1,7210
9328,9402,38.43,1,0.41,SubClassOf(<http://purl.obolibrary.org/obo/ZFA_0005362> <http://purl.obolibrary.org/obo/ZFA_0000271>),0,ore_ont_7218.owl,12723,9359,3,9347
7454,7521,72.57,1,0.96,SubClassOf(<http://purl.obolibrary.org/obo/GO_0034670> <http://purl.obolibrary.org/obo/GO_0006935>),0,ore_ont_3784.owl,7442,7524,1,7599
9655,11698,1165.64,1,11.26,SubClassOf(<http://purl.obolibrary.org/obo/FBbt_00004685> <http://purl.obolibrary.org/obo/FBbt_00007000>),0,ore_ont_7234.owl,26795,10352,2,9704
7534,7638,238.41,1,3.20,SubClassOf(<http://purl.obolibrary.org/obo/WB_WBGene00018378> <http://purl.obolibrary.org/obo/PANTHER_PTHR21453>),0,ore_ont_14027.owl,28456,7451,1,7183
7130,7275,73.05,1,1.01,SubClassOf(<http://purl.org/obo/owl/EMAP#EMAP_8717> ObjectSomeValuesFrom(<http://purl.org/obo/owl/OBO_REL#part_of> <http://purl.org/obo/owl/EMAP#EMAP_8702>)),0,ore_ont_6453.owl,27462,7197,1,7187
9235,9193,39.04,1,0.42,SubClassOf(<https://raw.github.com/ontohub/OOR_Ontohub_API/master/Domain_Fields_Core.owl#Teacher_training_without_subject_specialisation> <https://raw.github.com/ontohub/OOR_Ontohub_API/master/Domain_Fields_Core.owl#Education>),0,ore_ont_3463.owl,245,9233,2,9271
9328,9292,58.82,1,0.63,SubClassOf(<http://www.ontologydesignpatterns.org/ont/fao/asfa.owl#Drifters> <http://www.ontologydesignpatterns.org/ont/fao/asfa.owl#Flow_measuring_equipment>),0,ore_ont_13141.owl,13562,9342,2,9407
16831,18437,1052.32,1,6.10,SubClassOf(<http://www.mindswap.org/2003/nciOncology.owl#Orbit_Embryonal_Rhabdomyosarcoma> <http://www.mindswap.org/2003/nciOncology.owl#Orbit_Neoplasm>),0,ore_ont_14312.owl,74662,17241,4,16456
19106,18660,252.19,2,1.34,SubClassOf(<http://purl.obolibrary.org/obo/PR_000028811> <http://purl.obolibrary.org/obo/PR_000002044>),0,ore_ont_4617.owl,149569,18815,2,18679
6881,6874,25.36,1,0.37,SubClassOf(<http://www.cs.kuleuven.be/~davy/ontologies/2008/01/Units.owl#KiloWatt> <http://www.cs.kuleuven.be/~davy/ontologies/2008/01/Units.owl#Float>),0,ore_ont_3842.owl,200,6892,1,6921
41377,40513,1634.30,1,4.08,SubClassOf(<http://purl.obolibrary.org/obo/UniProt#_P39900> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000124> <http://purl.obolibrary.org/obo/GO_0005576>)),0,ore_ont_1559.owl,2513931,40035,1,38215
7287,7295,43.49,1,0.60,SubClassOf(<http://purl.obolibrary.org/obo/FBbt_00100703> <http://purl.obolibrary.org/obo/FBbt_00005106>),0,ore_ont_15260.owl,26515,7266,1,7216
20126,18570,874.33,1,4.57,SubClassOf(<http://purl.obolibrary.org/obo/MGI_MGI%3A1349423> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/GO_0031410>))),0,ore_ont_10750.owl,503023,19117,1,18657
9152,9210,43.86,1,0.48,SubClassOf(<http://purl.org/biotop/chemtop.owl#SugarRing> <http://www.absoluteiri.edu/RELAPPROXC1262>),0,ore_ont_412.owl,3781,9200,4,9238
9233,9141,48.04,1,0.52,SubClassOf(<http://cbo.biocomplexity.indiana.edu/svn/cbo/trunk/CBO_1_0.owl#DiscreteExtent> <http://www.absoluteiri.edu/RELAPPROXC203>),0,ore_ont_16821.owl,1526,9195,2,9211
6985,7045,30.55,1,0.44,SubClassOf(<http://purl.obolibrary.org/obo/XAO_0000426> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/XAO_0003196>)),0,ore_ont_10742.owl,6477,7018,1,7025
11586,11612,56.93,1,0.49,SubClassOf(<http://purl.obolibrary.org/obo/FBbt_00007448> <http://purl.obolibrary.org/obo/FBbt_00045047>),0,ore_ont_2497.owl,19335,11567,7,11503
6875,6844,67.90,1,0.98,SubClassOf(<http://rhizomik.net/ontologies/2006/01/NewsCodes-SubjectsOnto.owl#09013000> <http://rhizomik.net/ontologies/2006/01/NewsCodes-SubjectsOnto.owl#09000000>),0,ore_ont_566.owl,3631,6897,1,6974
7151,7195,31.90,1,0.45,SubClassOf(<http://purl.obolibrary.org/obo/FB_FBgn0031952> <http://purl.obolibrary.org/obo/PANTHER_PTHR23339>),0,ore_ont_10280.owl,20166,7159,1,7133
7465,7361,58.13,1,0.79,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSG00000135220> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002158> <http://purl.obolibrary.org/obo/ENSEMBL_FBgn0026315>)),0,ore_ont_13964.owl,47097,7398,1,7368
Timeout,Timeout,0.00,6689,0.00,SubClassOf(<http://purl.obolibrary.org/obo/GO_0032346> <http://purl.obolibrary.org/obo/GO_0019218>),21,ore_ont_7868.owl,219035,90001,23,Timeout
9777,10692,1182.42,1,10.88,SubClassOf(<http://purl.obolibrary.org/obo/XEO_00097> <http://purl.obolibrary.org/obo/XEO_00001>),0,ore_ont_5090.owl,384,10864,5,12123
11264,10056,778.96,1,7.51,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSMUSG00000070828> <http://purl.obolibrary.org/obo/SO_0001217>),0,ore_ont_13664.owl,75378,10376,1,9808
7375,7336,27.47,1,0.37,SubClassOf(<http://purl.org/obo/owl/ZFA#ZFA_0000011> <http://purl.org/obo/owl/UBERON#UBERON_0003086>),0,ore_ont_13852.owl,27661,7366,1,7389
9360,9263,58.77,1,0.63,SubClassOf(<http://purl.obolibrary.org/obo/MFOEM_000113> <http://purl.obolibrary.org/obo/OGMS_0000060>),0,ore_ont_9031.owl,419,9292,2,9254
9140,9226,96.69,1,1.05,SubClassOf(<http://biomanta.sourceforge.net/2007/10/ncbi_taxo.owl#ncbi_taxo_63221> <http://biomanta.sourceforge.net/2007/10/ncbi_taxo.owl#ncbi_taxo_9605>),0,ore_ont_15068.owl,590,9233,2,9333
7033,7409,188.69,1,2.62,SubClassOf(<http://purl.obolibrary.org/obo/PATO_0000634> <http://purl.obolibrary.org/obo/PATO_0000060>),0,ore_ont_10146.owl,5098,7211,1,7193
10078,9877,115.76,1,1.16,SubClassOf(<http://purl.obolibrary.org/obo/TTO_1065046> <http://purl.obolibrary.org/obo/TTO_101280>),0,ore_ont_12149.owl,77179,10010,1,10077
9454,9430,64.07,1,0.68,SubClassOf(<http://purl.obolibrary.org/obo/TO_0000055> <http://purl.obolibrary.org/obo/TO_0000747>),0,ore_ont_15985.owl,2563,9405,4,9333
9909,9975,145.25,1,1.47,SubClassOf(<http://purl.obolibrary.org/obo/HP_0000668> <http://purl.obolibrary.org/obo/HP_0006483>),0,ore_ont_4460.owl,24381,9860,2,9697
9880,7631,1303.69,1,14.27,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_FBgn0034247> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/CHROMOSOME-7227_2R>)),0,ore_ont_8579.owl,29753,9136,1,9898
19225,17539,1238.70,1,6.55,SubClassOf(<http://purl.obolibrary.org/obo/GO_0044170> <http://purl.obolibrary.org/obo/GO_0033647>),0,ore_ont_10778.owl,120625,18906,3,19954
9338,9382,107.36,1,1.14,SubClassOf(<http://purl.obolibrary.org/obo/ENVO_01000134> <http://purl.obolibrary.org/obo/ENVO_00002006>),0,ore_ont_10134.owl,3354,9420,2,9542
9329,9294,19.16,1,0.21,SubClassOf(<http://cbmi.med.harvard.edu/asdphenotype#Class_585> <http://cbmi.med.harvard.edu/asdphenotype#Class_154>),0,ore_ont_11639.owl,567,9316,2,9325
9240,9493,130.08,2,1.39,SubClassOf(<http://purl.obolibrary.org/obo/CMO_0001738> <http://purl.obolibrary.org/obo/CMO_0001970>),2,ore_ont_12397.owl,4936,9384,4,9419
13324,12701,824.64,1,6.56,SubClassOf(<http://purl.obolibrary.org/obo/SGD_S000005335> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0006351>))),0,ore_ont_2046.owl,131864,12571,1,11690
11516,11719,113.64,1,0.98,SubClassOf(<http://purl.obolibrary.org/obo/MP_0010338> <http://purl.obolibrary.org/obo/MP_0002166>),0,ore_ont_6751.owl,21587,11588,5,11529
9407,9587,128.97,1,1.35,SubClassOf(<http://purl.obolibrary.org/obo/GO_0008121> <http://purl.obolibrary.org/obo/GO_0022890>),0,ore_ont_3106.owl,19009,9550,3,9657
7026,7063,34.53,1,0.49,SubClassOf(<http://purl.obolibrary.org/obo/MIRO_40002528> <http://purl.obolibrary.org/obo/MIRO_40002482>),0,ore_ont_15222.owl,8738,7061,1,7095
38548,67328,15988.80,1,32.69,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_1020089> <http://purl.obolibrary.org/obo/NCBITaxon_265461>),0,ore_ont_14459.owl,1695515,48914,1,40867
6888,6927,19.67,1,0.28,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC27> owl:Thing),0,ore_ont_10309.owl,113,6906,0,6903
9357,9357,94.69,1,1.02,SubClassOf(<http://purl.org/mets/onts/2010/12/gml.owl#Envelope> <http://www.w3.org/2005/Incubator/geo/XGR-geo/W3C_XGR_Geo_files/geo_2007.owl#_Geometry>),0,ore_ont_1420.owl,158,9302,2,9193
9274,9341,45.18,1,0.49,SubClassOf(<http://purl.obolibrary.org/obo/PO_0007616> <http://purl.obolibrary.org/obo/PO_0025530>),0,ore_ont_16626.owl,609,9290,2,9255
9777,9669,140.15,1,1.45,SubClassOf(<http://purl.obolibrary.org/obo/BTO_0000588> <http://purl.obolibrary.org/obo/BTO_0000353>),0,ore_ont_10968.owl,8834,9648,3,9499
10837,10860,1689.65,1,14.29,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSRNOG00000030305> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/4c6c4ad6-5558-48f9-ad8e-f4fdc7c53e1a_norvegicus.obo#part_of> <http://purl.obolibrary.org/obo/CHROMOSOME-10116#_15>)),0,ore_ont_2469.owl,213389,11824,1,13775
14315,16162,1314.20,1,8.33,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSG00000107404> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_00022060> <http://purl.obolibrary.org/obo/UBERON_0001155>)),0,ore_ont_9794.owl,715846,15778,1,16858
7622,9684,1189.92,1,13.23,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSG00000114767> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002158> <http://purl.obolibrary.org/obo/ZFIN_ZDB-GENE-060427-1>)),0,ore_ont_15793.owl,20906,8996,1,9682
10114,10239,84.50,1,0.83,SubClassOf(<http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#HGNC_31125> <http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#pseudogene>),0,ore_ont_6310.owl,65834,10143,1,10078
11129,11375,129.11,1,1.15,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSMUSG00000031157> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002200> <http://purl.obolibrary.org/obo/GO_0005737>)),0,ore_ont_2243.owl,269791,11229,1,11184
17484,18116,1995.67,1,10.54,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_38274> <http://purl.obolibrary.org/obo/CHEBI_22916>),0,ore_ont_4802.owl,196171,18937,2,21213
9121,9211,204.21,1,2.20,SubClassOf(<http://www.owl-ontologies.com/unnamed.owl#YeastArtificialChromosome> <http://www.owl-ontologies.com/unnamed.owl#Chromosome>),0,ore_ont_13204.owl,215,9281,2,9511
9359,9472,148.30,1,1.59,SubClassOf(<http://purl.obolibrary.org/obo/__spinal_cord_and_meninges> <http://purl.obolibrary.org/obo/__temp_term_holder>),0,ore_ont_8864.owl,14290,9336,1,9178
9319,9303,95.60,1,1.02,SubClassOf(<http://purl.obolibrary.org/obo/TO_0000632> <http://purl.obolibrary.org/obo/TO_0000387>),0,ore_ont_7220.owl,2176,9366,4,9476
Timeout,Timeout,0.00,6,0.00,SubClassOf(<http://purl.obolibrary.org/obo/PR_000026129RELAPPROXQ3> <http://purl.obolibrary.org/obo/PR_000029034>),8,ore_ont_2828.owl,263723,90001,10,Timeout
16718,15697,882.82,1,5.59,SubClassOf(<http://purl.obolibrary.org/obo/SO_0000677> <http://purl.obolibrary.org/obo/SO_0001419>),0,ore_ont_14934.owl,107683,15791,2,14960
9560,9120,233.98,1,2.52,SubClassOf(<http://www.lia.deis.unibo.it/research/MIDAS/Ontologies/TFLEOntology.owl#Onstreet_Vendor> <http://www.lia.deis.unibo.it/research/MIDAS/Ontologies/MIDAS_Profile.owl#CapabilityItem>),0,ore_ont_7270.owl,206,9294,4,9202
7028,7326,168.15,1,2.33,SubClassOf(<http://purl.obolibrary.org/obo/UniProtKB_P08970> <http://purl.obolibrary.org/obo/PR_000000001>),0,ore_ont_7120.owl,6077,7222,1,7312
7466,7515,25.24,1,0.34,SubClassOf(<http://purl.obolibrary.org/obo/IMR_0704030> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/sequence_of> <http://purl.obolibrary.org/obo/IMR_0100321>)),0,ore_ont_9612.owl,18729,7487,1,7480
10128,9703,1251.11,1,11.77,SubClassOf(<http://purl.obolibrary.org/obo/GO_0000824> <http://www.absoluteiri.edu/RELAPPROXC6785>),0,ore_ont_2317.owl,27786,10627,2,12051
7036,6990,69.18,1,0.99,SubClassOf(<http://purl.obolibrary.org/obo/PI_00436> <http://purl.obolibrary.org/obo/PI_00302>),0,ore_ont_3418.owl,984,6975,1,6900
9452,9613,80.56,2,0.85,SubClassOf(<http://purl.obolibrary.org/obo/WBPhenotype_0001360> <http://purl.obolibrary.org/obo/WBPhenotype_0000145>),1,ore_ont_15950.owl,3992,9530,4,9527
Timeout,Timeout,0.00,2,0.00,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSMUSG00000041415> <http://purl.obolibrary.org/obo/UBERON_0006914-OMEO-0000001>),0,ore_ont_11739.owl,978541,90001,5,Timeout
7410,7078,177.73,1,2.47,SubClassOf(<http://purl.obolibrary.org/obo/MFO_0049080> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/16bf6a7d-5fa0-4b9c-b279-eef4fa50808c_a_ontology.obo#part_of> <http://purl.obolibrary.org/obo/MFO_0049060>)),0,ore_ont_4655.owl,8762,7207,1,7134
14589,14756,86.56,1,0.59,SubClassOf(<http://purl.obolibrary.org/obo/NCBIGene_855828> <http://purl.obolibrary.org/obo/ENSEMBL_ENSFM00520000518858>),0,ore_ont_7455.owl,91545,14685,2,14712
9181,9332,117.30,1,1.26,SubClassOf(<http://www.sensocomune.org/ontologies/SensoComune.owl#TemporalQuality> <http://www.sensocomune.org/ontologies/SensoComune.owl#Entity>),0,ore_ont_5089.owl,381,9308,4,9412
9317,9626,155.00,1,1.64,SubClassOf(<http://purl.obolibrary.org/obo/WBPhenotype_0001568> <http://purl.obolibrary.org/obo/WBPhenotype_0000113>),0,ore_ont_670.owl,4365,9478,2,9493
7329,7515,181.52,1,2.42,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSG00000106366> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_00022000> <http://purl.obolibrary.org/obo/DOID_162>)),0,ore_ont_2105.owl,38440,7512,1,7692
